onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
2.998	3.4429999999999996	trials	5.3205		1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	A
6.6930000000000005	4.903	trials	9.2673	10.309866666666666	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	R
11.848	5.168999999999999	trials	14.7469	15.7123	0.0	[-1.  9.  1.  7.]	1.5707963267948966	F
17.268	0.6069999999999993	trials				[nan nan nan nan]		A
18.126	3.5109999999999992	trials	18.988433333333333	20.332766666666668	4.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-1.5707963267948966	F
21.889	7.942	trials	27.367233333333335	28.245433333333335	3.0	[ 4.66360712 -4.65009308  6.66360712 -6.65009308]	-0.7853981633974483	R
30.083000000000002	3.693999999999999	trials	31.32806666666667	32.509	2.0	[ 6.99999762  1.00637066  8.99999714 -0.9936294 ]	0.0	R
34.029	3.1430000000000007	trials	35.42123333333333	35.9315	1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	R
37.423	0.7819999999999965	trials				[nan nan nan nan]		A
38.457	3.4440000000000026	trials	39.293866666666666	40.384566666666665	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	R
42.153	4.609999999999999	trials	44.187	45.528333333333336	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	I
47.015	1.3729999999999976	trials				[nan nan nan nan]		A
48.64	3.399000000000001	trials	49.59043333333333	50.8295	4.0	[-1.  9.  1.  7.]	-1.5707963267948966	R
52.29	4.2620000000000005	trials	54.19186666666667	55.26753333333333	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
56.803000000000004	3.3569999999999993	trials	58.369233333333334	59.022866666666665	1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	R
60.411	3.573999999999998	trials	61.77066666666666	62.698966666666664	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	R
64.237	4.272000000000006	trials	66.2819	67.3024	2.0	[ 6.99999762  1.00637066  8.99999714 -0.9936294 ]	0.0	R
68.761	4.978000000000009	trials	71.2773	72.5324	3.0	[ 4.66360712 -4.65009308  6.66360712 -6.65009308]	-0.7853981633974483	R
73.991	0.8850000000000051	trials				[nan nan nan nan]		A
75.128	0.4309999999999974	trials				[nan nan nan nan]		A
75.811	3.428999999999988	trials	76.93933333333334	77.86866666666667	4.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	-1.5707963267948966	R
79.492	4.1839999999999975	trials	80.73676666666667	82.20743333333333	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	R
83.928	3.8840000000000003	trials	85.9026	86.55823333333333	1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	R
88.06400000000001	1.5949999999999989	trials				[nan nan nan nan]		A
89.911	0.3919999999999959	trials				[nan nan nan nan]		A
90.554	3.2319999999999993	trials	91.296	92.61726666666667	3.0	[ 4.66360712 -4.65009308  6.66360712 -6.65009308]	-0.7853981633974483	R
94.038	3.682000000000002	trials	95.725	96.38263333333333	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
97.97200000000001	4.4979999999999905	trials	100.04373333333334	101.2798	0.0	[-1.  9.  1.  7.]	1.5707963267948966	R
102.721	4.722999999999999	trials	104.89476666666667	106.2331	4.0	[-1.  9.  1.  7.]	-1.5707963267948966	R
107.696	3.597999999999999	trials	108.92076666666667	109.9413	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
111.545	0.9350000000000023	trials				[nan nan nan nan]		A
112.73100000000001	3.4819999999999993	trials	113.47406666666667	114.9277	2.0	[ 6.99999762  1.00637066  8.99999714 -0.9936294 ]	0.0	R
