onset	duration	nwb_table	go_cue_time_array	target_id	num_targets	num_attempted	target_dir	target_size	result	target_1_x_position	target_1_y_position	target_2_x_position	target_2_y_position	target_3_x_position	target_3_y_position	target_4_x_position	target_4_y_position
13.604	25.563000000000002	trials	[13.705233333333334, 36.950966666666666, 37.997566666666664, 38.667233333333336]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-1.00954008102417	-8.464558601379395	-3.704202651977539	2.3869569301605225	-0.8605586290359497	-1.7256685495376587	-4.399768352508545	-5.257523059844971
40.171	4.148000000000003	trials	[40.2722, 41.293733333333336, 42.25813333333333, 43.059133333333335]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	0.4369070529937744	-3.990016460418701	3.2700588703155518	3.8310511112213135	-3.152989625930786	5.1709113121032715	6.700685024261475	2.01108455657959
45.323	7.378	trials	[45.424, 50.117666666666665, 50.87153333333333, 51.9853]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	6.005031108856201	6.962454795837402	1.329620122909546	5.190300464630127	-8.208451271057129	2.7989330291748047	-4.254721641540527	-0.26178932189941406
53.705	3.475999999999999	trials	[53.8058, 55.87696666666667, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	F	0.7391445636749268	-0.014195775613188744	5.670330047607422	-0.8408806920051575	-1.1705665588378906	-0.11965017765760422	3.016288995742798	-3.141019344329834
58.185	11.233000000000004	trials	[58.28593333333333, 67.22413333333333, 68.1334, 68.85116666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-6.979999542236328	0.8722456693649292	-3.784123659133911	-2.973060131072998	0.29374513030052185	-6.407320976257324	3.6648495197296143	-2.7146718502044678
70.421	3.6119999999999948	trials	[70.52233333333334, 71.7534, 72.807, 73.4877]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-8.180387496948242	-1.3839609622955322	-1.0716667175292969	7.76315450668335	-6.049419403076172	7.292008876800537	-7.07790470123291	0.907160758972168
75.037	10.418999999999997	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				R								
86.46	3.103999999999999	trials	[86.56116666666667, 87.2188, 88.1, 88.97316666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-4.814024925231934	-0.6113433241844177	0.08615618944168091	4.914661407470703	0.09154748171567917	-0.08533573895692825	2.145692825317383	4.473226070404053
90.567	4.521000000000001	trials	[90.66836666666667, 91.84126666666667, 92.8197, 93.6989]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	0.7542076110839844	-3.749950408935547	-5.972676753997803	3.577256917953491	-5.663122653961182	-5.532362461090088	2.257065534591675	-8.58117389678955
96.092	4.808000000000007	trials	[96.1931, 97.63966666666667, 98.7003, 99.8231]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	7.205503463745117	-7.864960670471191	2.8648838996887207	-5.383223056793213	6.31370210647583	0.1081325113773346	-7.189785957336426	-3.099457263946533
101.903	2.4439999999999884	trials	[102.00453333333333, 102.0436, 102.71026666666667, 103.74583333333334]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	A	-2.2108492851257324	-3.557921886444092	1.9974360466003418	5.238582134246826	-2.7460620403289795	6.819476127624512	-7.732656002044678	7.1853742599487305
