onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
3.256	2.2920000000000003	trials				[NaN, NaN, NaN, NaN]		A
5.8	0.6980000000000004	trials				[NaN, NaN, NaN, NaN]		A
6.75	6.288	trials	11.9137	11.9147	6.0	[4.656854152679443, 6.656854152679443, 6.656854152679443, 4.656854152679443]	3.141592653589793	R
13.29	3.6610000000000014	trials	15.774266666666668	15.775266666666667	0.0	[-9.0, 1.0, -7.0, -1.0]	1.5707963267948966	R
17.203	3.3949999999999996	trials	19.2038	19.2048	3.0	[-1.0, 9.0, 1.0, 7.0]	-0.7853981633974483	R
20.85	3.6409999999999982	trials	23.382166666666667	23.383166666666668	4.0	[4.656854152679443, -4.656854152679443, 6.656854152679443, -6.656854152679443]	-1.5707963267948966	R
24.743	2.192	trials	25.7641	25.7651	2.0	[-1.0, -7.0, 1.0, -9.0]	0.0	R
27.187	0.8550000000000004	trials				[NaN, NaN, NaN, NaN]		A
28.293	1.661999999999999	trials	28.95	28.951	0.0	[4.656854152679443, 6.656854152679443, 6.656854152679443, 4.656854152679443]	1.5707963267948966	F
30.206	4.041	trials	33.0151	33.0161	7.0	[-1.0, 9.0, 1.0, 7.0]	2.356194490192345	R
34.499	2.702999999999996	trials	36.02956666666667	36.0306	3.0	[-6.656854152679443, 6.656854152679443, -4.656854152679443, 4.656854152679443]	-0.7853981633974483	R
37.453	2.6439999999999984	trials	38.941833333333335	38.94283333333333	4.0	[4.656854152679443, -4.656854152679443, 6.656854152679443, -6.656854152679443]	-1.5707963267948966	R
40.348	3.2079999999999984	trials	42.4786	42.4796	6.0	[-1.0, -7.0, 1.0, -9.0]	3.141592653589793	R
43.808	2.5829999999999984	trials	45.20536666666667	45.20636666666667	5.0	[-9.0, 1.0, -7.0, -1.0]	-2.356194490192345	R
46.643	2.8569999999999993	trials	48.344166666666666	48.345166666666664	3.0	[-6.656854152679443, -4.656854152679443, -4.656854152679443, -6.656854152679443]	-0.7853981633974483	R
49.752	2.969999999999999	trials	51.591233333333335	51.59223333333333	7.0	[4.656854152679443, -4.656854152679443, 6.656854152679443, -6.656854152679443]	2.356194490192345	R
52.974	3.449000000000005	trials	55.418733333333336	55.41973333333333	4.0	[-6.656854152679443, 6.656854152679443, -4.656854152679443, 4.656854152679443]	-1.5707963267948966	F
56.675	3.2340000000000018	trials	58.803133333333335	58.80413333333333	2.0	[-1.0, -7.0, 1.0, -9.0]	0.0	R
60.161	2.948999999999998	trials	61.74243333333333	61.74346666666667	1.0	[7.0, 1.0, 9.0, -1.0]	0.7853981633974483	R
63.361	3.2410000000000068	trials	65.57996666666666	65.58096666666667	5.0	[4.656854152679443, 6.656854152679443, 6.656854152679443, 4.656854152679443]	-2.356194490192345	R
66.853	2.8659999999999997	trials	68.59546666666667	68.59646666666667	0.0	[-6.656854152679443, -4.656854152679443, -4.656854152679443, -6.656854152679443]	1.5707963267948966	R
69.971	3.134999999999991	trials	72.034	72.035	6.0	[-1.0, 9.0, 1.0, 7.0]	3.141592653589793	R
73.357	3.3220000000000027	trials	75.55876666666667	75.55976666666666	6.0	[-9.0, 1.0, -7.0, -1.0]	3.141592653589793	R
