onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
1.896	3.1050000000000004	trials	3.12	3.731533333333333	0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	R
5.252	3.966	trials	7.160033333333334	7.9770666666666665	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
9.47	3.3659999999999997	trials	11.0958	11.850666666666667	0.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	1.5707963267948966	R
13.088	3.1560000000000006	trials	14.5203	15.023533333333333	5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	R
16.495	3.780999999999999	trials	17.7794	19.08963333333333	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
20.527	4.001999999999999	trials	22.554233333333332	23.267	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
24.781	1.9130000000000003	trials	26.0038		7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	A
26.945	3.5199999999999996	trials	28.722533333333335	29.338066666666666	2.0	[6.999997615814209, 1.0063706636428833, 8.99999713897705, -0.9936293959617615]	0.0	R
30.717	0.3190000000000026	trials				[NaN, NaN, NaN, NaN]		A
31.288	0.11499999999999844	trials	31.2975		0.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	1.5707963267948966	A
31.655	3.208999999999996	trials	32.75253333333333	33.884366666666665	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
35.115	3.164999999999999	trials	36.191066666666664	37.198566666666665	7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	R
38.532	3.939	trials	40.69423333333334	41.893233333333335	1.0	[4.654601573944092, 6.659106254577637, 6.654601573944092, 4.659106254577637]	0.7853981633974483	I
42.722	0.3500000000000014	trials				[NaN, NaN, NaN, NaN]		A
43.324	0.1490000000000009	trials				[NaN, NaN, NaN, NaN]		A
43.725	3.786999999999999	trials	45.4671	46.42746666666667	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
47.764	4.113999999999997	trials	50.04946666666667	50.64893333333333	2.0	[6.999997615814209, 1.0063706636428833, 8.99999713897705, -0.9936293959617615]	0.0	R
52.13	3.3159999999999954	trials	53.60126666666667	54.197766666666666	0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	R
55.697	3.306999999999995	trials	57.13806666666667	58.269866666666665	1.0	[-1.0, 9.0, 1.0, 7.0]	0.7853981633974483	I
59.255	3.425999999999995	trials	60.65176666666667	61.60613333333333	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
62.932	3.679000000000002	trials	64.42013333333334	65.52086666666666	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
66.862	3.0470000000000113	trials	68.9644		0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	A
70.16	5.442999999999998	trials	73.0826	74.21043333333333	7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	R
75.855	3.813999999999993	trials	77.73216666666667	78.8008	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
79.921	3.428999999999988	trials	81.4604	82.1471	5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	R
83.602	4.9069999999999965	trials	86.02273333333333	87.08136666666667	2.0	[6.999997615814209, 1.0063706636428833, 8.99999713897705, -0.9936293959617615]	0.0	R
88.761	2.198999999999998	trials	89.7219		0.0	[6.999997615814209, 1.0063706636428833, 8.99999713897705, -0.9936293959617615]	1.5707963267948966	A
