onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
8.461	4.5809999999999995	trials	10.5001	11.9597	0.0	[-1.  9.  1.  7.]	1.5707963267948966	R
13.294	6.288	trials				[nan nan nan nan]		A
19.833	3.642000000000003	trials	21.5064	22.4718	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	F
23.727	2.8739999999999988	trials	24.5269	25.8933	3.0	[ 4.66360712 -4.65009308  6.66360712 -6.65009308]	-0.7853981633974483	I
26.853	1.8389999999999986	trials				[nan nan nan nan]		A
28.944	2.6340000000000003	trials	28.980533333333334	30.4095	0.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	1.5707963267948966	R
31.83	6.563000000000002	trials	36.07456666666667	37.2555	1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	R
38.645	1.5349999999999966	trials	40.0364		0.0	[-1.  9.  1.  7.]	1.5707963267948966	A
40.431	4.713000000000001	trials	43.1321	43.91003333333333	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	R
45.396	0.04299999999999926	trials				[nan nan nan nan]		R
49.412	24.643000000000008	trials	71.47443333333334	72.81576666666666	4.0	[-0.98725879 -6.99998999  1.01274121 -8.99998951]	-1.5707963267948966	R
74.306	3.951999999999998	trials	75.99666666666667	76.98413333333333	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	R
78.51	3.8049999999999926	trials	79.7901	81.03716666666666	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
82.567	3.7890000000000015	trials	84.1459	85.22156666666666	2.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	0.0	R
86.608	3.5589999999999975	trials	88.34733333333334	89.00096666666667	3.0	[ 4.66360712 -4.65009308  6.66360712 -6.65009308]	-0.7853981633974483	R
90.418	3.7239999999999895	trials	92.07156666666667	92.99986666666666	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	R
94.393	1.046999999999997	trials				[nan nan nan nan]		A
95.692	0.14000000000000057	trials				[nan nan nan nan]		A
96.084	0.10899999999999466	trials				[nan nan nan nan]		A
