onset	duration	nwb_table	go_cue_time_array	target_id	num_targets	num_attempted	target_dir	target_size	result	target_1_x_position	target_1_y_position	target_2_x_position	target_2_y_position	target_3_x_position	target_3_y_position	target_4_x_position	target_4_y_position
7.86	3.2649999999999997	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				R								
12.128	3.2200000000000006	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				A								
16.352	2.997	trials	[16.453166666666668, 17.253166666666665, 17.994, 18.6747]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-1.5674983263015747	4.994508266448975	-3.9479715824127197	-0.5398696064949036	-2.2977802753448486	-5.259707450866699	-1.314713716506958	3.860419273376465
20.353	3.354999999999997	trials	[20.4541, 21.304233333333332, 22.047066666666666, 23.005466666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	1.5317460298538208	7.971096515655518	0.36570480465888977	3.108962297439575	-4.7576775550842285	-8.312092781066895	4.421945095062256	-5.317002296447754
24.712	3.0839999999999996	trials	[24.812933333333334, 25.581833333333332, 26.318666666666665, 27.228933333333334]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-1.039648413658142	-2.9864847660064697	2.8337435722351074	0.17529237270355225	-1.8460105657577515	5.782944202423096	-6.389493465423584	3.6956584453582764
28.8	2.780999999999999	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				R								
32.584	3.202999999999996	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				R								
36.791	1.7490000000000023	trials	[36.891933333333334, 37.2358, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	F	2.999178171157837	-2.5037267208099365	8.684906959533691	4.932563781738281	3.7487621307373047	4.136025905609131	-1.021096110343933	2.636542558670044
39.544	3.264000000000003	trials	[NaN, NaN, NaN, NaN]	[NaN, NaN, NaN, NaN]	4				R								
43.811	4.368000000000002	trials	[43.912366666666664, 46.12586666666667, 47.0682, 47.674733333333336]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-0.06776676326990128	-0.28745925426483154	-5.045035362243652	0.18877166509628296	-7.368923664093018	-4.238365650177002	-4.048063278198242	-0.5004671812057495
49.182	1.6709999999999994	trials	[49.2837, 50.07266666666667, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	-4.027998447418213	-5.500426769256592	-7.390844821929932	3.46541166305542	-4.14396858215332	-0.33692875504493713	0.49332356452941895	-8.704869270324707
51.856	3.0	trials	[51.957366666666665, 52.8265, 53.5844, 54.25406666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-2.6756844520568848	1.8019028902053833	-6.045358657836914	-5.912080764770508	-1.0546456575393677	-5.607476711273193	-8.810154914855957	-0.910692572593689
55.859	2.780999999999999	trials	[55.9603, 56.85653333333333, 57.4901, 58.15676666666667]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-8.152519226074219	4.4784111976623535	-5.689958572387695	0.12688320875167847	-0.12385370582342148	-3.082136392593384	0.049243614077568054	-8.079139709472656
59.643	3.192	trials	[59.7447, 60.66296666666667, 61.6023, 62.301033333333336]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	7.552000522613525	-4.976696014404297	3.5727994441986084	6.018632411956787	-0.3660012483596802	2.9387218952178955	-6.444844722747803	-1.4954993724822998
63.839	2.850999999999999	trials	[63.9401, 64.5827, 65.35063333333333, 66.08443333333334]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-2.269742488861084	-4.246593952178955	-7.26637077331543	-4.430179595947266	-3.189624786376953	-7.325026988983154	0.6702306866645813	-4.1467390060424805
67.693	3.5090000000000003	trials	[67.7947, 68.57963333333333, 69.43876666666667, 70.64976666666666]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	-4.534834861755371	-3.0241689682006836	5.952769756317139	-5.7237138748168945	0.26716870069503784	6.666966438293457	-4.6197099685668945	7.724519729614258
72.206	0.34900000000000375	trials	[72.3069, NaN, NaN, NaN]	[1.0, NaN, NaN, NaN]	4	1.0	0.7853981633974483	2.0	A	-3.6834282875061035	2.8129642009735107	-0.14556057751178741	-0.7202343344688416	-5.003113269805908	0.46474790573120117	-0.7946252226829529	3.164494037628174
73.558	3.678999999999988	trials	[73.65926666666667, 74.7239, 75.53893333333333, 76.47523333333334]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	4.200726509094238	8.334695816040039	-0.7739989161491394	8.836795806884766	4.575446605682373	0.592181921005249	8.008990287780762	4.2268452644348145
78.241	3.277000000000001	trials	[78.3419, 79.40153333333333, 80.06816666666667, 80.77893333333333]	[1.0, 1.0, 1.0, 1.0]	4	4.0	0.7853981633974483	2.0	R	1.0926042795181274	7.689046859741211	-2.04620099067688	3.797016143798828	-8.73195743560791	0.7226005792617798	1.5106734037399292	-6.748780727386475
82.521	1.7459999999999951	trials	[82.62253333333334, 83.63303333333333, NaN, NaN]	[1.0, 1.0, NaN, NaN]	4	2.0	0.7853981633974483	2.0	A	3.775491952896118	6.505665302276611	-1.0409256219863892	5.163234233856201	4.95138692855835	5.024326324462891	-0.038860127329826355	5.336470603942871
