onset	duration	nwb_table	go_cue_time_array	target_id	num_targets	num_attempted	target_dir	target_size	result	target_1_x_position	target_1_y_position	target_2_x_position	target_2_y_position	target_3_x_position	target_3_y_position	target_4_x_position	target_4_y_position
2.36	3.3140000000000005	trials	[2.46133333 3.48186667 4.22473333 5.0568    ]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	4.516414642333984	8.319857597351074	2.1054868698120117	3.939512252807617	5.877228260040283	7.221884250640869	1.321738600730896	5.1609344482421875
6.678	3.4379999999999997	trials	[nan nan nan nan]	[nan nan nan nan]	4				R								
11.12	3.221	trials	[nan nan nan nan]	[nan nan nan nan]	4				R								
15.344	3.971000000000002	trials	[15.44556667 16.3017     17.51873333 18.78386667]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	3.7790544033050537	1.2316397428512573	7.871058464050293	4.959907054901123	1.3343384265899658	-7.462457180023193	5.9480767250061035	-5.535434246063232
20.319	4.594000000000001	trials	[nan nan nan nan]	[nan nan nan nan]	4				R								
25.917	3.7189999999999976	trials	[26.01783333 27.27896667 28.16116667 28.899     ]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-4.764370918273926	1.1488343477249146	-8.749835014343262	-1.870449423789978	-2.4893317222595215	-0.660826563835144	-0.7662633061408997	-5.354549407958984
30.639	3.599	trials	[30.74056667 31.73503333 32.6433     33.50343333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	7.831568241119385	-3.6123366355895996	4.573644638061523	5.739795207977295	-3.954561233520508	6.171839237213135	-7.668613910675049	-0.8879725933074951
35.242	6.5390000000000015	trials	[35.343      39.31386667 40.54893333 41.13336667]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-3.263303756713867	-3.252976417541504	-6.623686790466309	-6.955384254455566	-1.9906859397888184	-5.075144290924072	3.255835771560669	0.16688279807567596
42.784	3.1189999999999998	trials	[42.88573333 44.43756667 45.10723333         nan]	[ 1.  1.  1. nan]	4	3.0	0.7853981633974483	2.0	A	7.043822765350342	3.4304933547973633	8.41179370880127	8.23971939086914	0.44865381717681885	-1.8322161436080933	-4.937134742736816	3.858928918838501
46.907	3.260000000000005	trials	[47.00796667 47.80393333 48.5939     49.49513333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	2.297473430633545	2.813412666320801	3.7293736934661865	7.603992938995361	-1.2700849771499634	7.6775665283203125	4.225221633911133	3.315723180770874
51.17	3.286999999999999	trials	[51.27153333 52.17176667 52.88353333 53.76273333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-0.6134799122810364	2.0559747219085693	-4.335175514221191	5.394983768463135	6.757006645202637	5.364969253540039	2.4140686988830566	7.842647552490234
55.461	2.929000000000002	trials	[55.5622     56.30706667 57.00476667 57.74763333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-2.9337518215179443	-0.6656014323234558	0.8795090317726135	4.989045143127441	-2.1080100536346436	8.99837589263916	-4.983152866363525	4.907709121704102
59.394	3.4710000000000036	trials	[59.49496667 60.40223333 61.18716667 62.22073333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	2.5982110500335693	1.8798449039459229	7.488781452178955	-3.5891501903533936	8.7750883102417	1.2425593137741089	4.073588848114014	-6.321013927459717
63.869	3.3170000000000073	trials	[nan nan nan nan]	[nan nan nan nan]	4				R								
68.19	3.128	trials	[68.2908     69.16496667 69.8156     70.52736667]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	5.785085201263428	-3.939105272293091	5.796221733093262	1.060882329940796	-1.5592029094696045	1.5171229839324951	0.46495166420936584	-8.398113250732422
72.322	3.4009999999999962	trials	[72.42306667 73.69923333 74.47516667 75.14183333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-5.621419429779053	-5.667564868927002	5.6658406257629395	-5.1247782707214355	4.804525375366211	-0.19952340424060822	-0.08221564441919327	-1.2577109336853027
76.727	3.6430000000000007	trials	[nan nan nan nan]	[nan nan nan nan]	4				R								
81.373	2.9749999999999943	trials	[81.47453333 82.3407     83.08556667 83.73416667]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-3.145839214324951	-0.04441032186150551	1.7285635471343994	-1.1580522060394287	6.3779497146606445	0.681297779083252	-1.639732003211975	-3.5455782413482666
85.351	3.516999999999996	trials	[nan nan nan nan]	[nan nan nan nan]	4				R								
89.871	3.3659999999999997	trials	[89.97266667 90.8027     91.62376667 92.59816667]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	-3.876858711242676	0.33944156765937805	1.981689691543579	2.4855945110321045	-2.360595941543579	4.964416027069092	-7.121041774749756	3.4353137016296387
94.24	3.1610000000000014	trials	[94.3415     95.17556667 95.81516667 96.84773333]	[1. 1. 1. 1.]	4	4.0	0.7853981633974483	2.0	R	1.9570966958999634	0.7347254753112793	1.6992692947387695	5.728073596954346	-2.5605010986328125	8.346156120300293	-5.633829593658447	4.268998146057129
