onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
10.564	1.1850000000000005	trials				[nan nan nan nan]		A
12.001	18.869	trials				[nan nan nan nan]		A
31.121	1.4989999999999988	trials	31.895266666666668		7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	A
32.872	10.371000000000002	trials	40.8515	41.7297	2.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	0.0	R
43.495	3.855000000000004	trials	44.7552	45.93613333333333	1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	R
47.601	3.0420000000000016	trials	48.82933333333333	49.3396	0.0	[-1.  9.  1.  7.]	1.5707963267948966	F
50.894	4.920999999999999	trials	53.62323333333333	54.40116666666667	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	R
56.066	11.212999999999994	trials	64.73383333333334	65.82453333333333	3.0	[ 4.66360712 -4.65009308  6.66360712 -6.65009308]	-0.7853981633974483	R
67.531	4.586999999999989	trials	69.57386666666666	70.91516666666666	4.0	[-0.98725879 -6.99998999  1.01274121 -8.99998951]	-1.5707963267948966	R
72.37	4.155999999999992	trials	74.31763333333333	75.3051	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	R
76.778	4.2819999999999965	trials	78.66743333333334	79.91453333333334	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
81.312	2.168999999999997	trials	83.21873333333333		2.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	0.0	A
83.733	1.5660000000000025	trials				[nan nan nan nan]		A
85.551	3.597999999999999	trials	86.91693333333333	87.84523333333334	7.0	[-6.67259884  6.6410656  -4.67259884  4.6410656 ]	2.356194490192345	F
89.401	4.287000000000006	trials	91.51836666666667	92.5389	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
93.939	4.579000000000008	trials	96.0496	97.30473333333333	0.0	[-1.  9.  1.  7.]	1.5707963267948966	R
98.769	3.685999999999993	trials	100.46356666666667	101.13423333333333	1.0	[4.65460157 6.65910625 6.65460157 4.65910625]	0.7853981633974483	R
102.706	4.200000000000003	trials	104.73716666666667	105.73166666666667	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	R
107.157	3.9980000000000047	trials	108.71506666666667	109.91803333333333	4.0	[-0.98725879 -6.99998999  1.01274121 -8.99998951]	-1.5707963267948966	R
111.407	4.381	trials	112.92553333333333	114.39616666666667	2.0	[-0.98725879 -6.99998999  1.01274121 -8.99998951]	0.0	R
116.039	3.8599999999999994	trials	117.96203333333334	118.61766666666666	4.0	[-0.98725879 -6.99998999  1.01274121 -8.99998951]	-1.5707963267948966	R
120.15	5.036000000000001	trials	122.68776666666666	124.01306666666666	5.0	[-6.64558125 -4.66810465 -4.64558125 -6.66810465]	-2.356194490192345	R
125.438	3.6780000000000115	trials	127.1789	127.87263333333334	0.0	[-1.  9.  1.  7.]	1.5707963267948966	R
129.367	1.225999999999999	trials				[nan nan nan nan]		A
130.845	13.475999999999999	trials	141.96966666666665	142.62726666666666	6.0	[-8.99997711  0.98088819 -6.99997711 -1.01911187]	3.141592653589793	R
