session_id	original_session_id
ses-CO+20140203	ses-CO-20140203
ses-CO+20140217	ses-CO-20140217
ses-CO+20140218	ses-CO-20140218
ses-CO+20140303	ses-CO-20140303
ses-CO+20140304	ses-CO-20140304
ses-CO+20140306	ses-CO-20140306
ses-CO+20140307	ses-CO-20140307
ses-CO+20140626	ses-CO-20140626
ses-CO+20140627	ses-CO-20140627
ses-CO+20140929	ses-CO-20140929
ses-CO+20141203	ses-CO-20141203
ses-CO+20150511	ses-CO-20150511
ses-CO+20150512	ses-CO-20150512
ses-CO+20150610	ses-CO-20150610
ses-CO+20150611	ses-CO-20150611
ses-CO+20150612	ses-CO-20150612
ses-CO+20150615	ses-CO-20150615
ses-CO+20150616	ses-CO-20150616
ses-CO+20150617	ses-CO-20150617
ses-CO+20150623	ses-CO-20150623
ses-CO+20150625	ses-CO-20150625
ses-CO+20150626	ses-CO-20150626
ses-RT+20140114	ses-RT-20140114
ses-RT+20140115	ses-RT-20140115
ses-RT+20140116	ses-RT-20140116
ses-RT+20140214	ses-RT-20140214
ses-RT+20140221	ses-RT-20140221
ses-RT+20140224	ses-RT-20140224
