onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
2.314	7.393000000000001	trials	7.214833333333333	8.556166666666666	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
9.959	5.058	trials	12.546066666666666	13.533533333333333	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
15.269	1.459999999999999	trials				[NaN, NaN, NaN, NaN]		A
16.981	3.5859999999999985	trials	18.1881	19.263766666666665	2.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	0.0	F
20.819	3.5660000000000025	trials	22.468733333333333	23.122333333333334	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
24.637	4.830000000000002	trials	27.2546	28.1829	7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	R
29.719	7.951999999999998	trials	37.21233333333333		5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	A
37.923	0.09899999999999665	trials				[NaN, NaN, NaN, NaN]		A
38.274	5.237000000000002	trials	41.36866666666667	42.03933333333333	1.0	[4.654601573944092, 6.659106254577637, 6.654601573944092, 4.659106254577637]	0.7853981633974483	R
43.763	4.3770000000000024	trials	45.83776666666667	46.832233333333335	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
48.392	3.985999999999997	trials	50.028166666666664	51.23113333333333	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
52.63	4.052	trials	53.8707	55.341366666666666	2.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	0.0	R
56.933	3.959000000000003	trials	59.3874	60.043033333333334	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	I
61.144	4.652000000000008	trials	63.14873333333333	64.47403333333334	5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	R
66.048	1.1149999999999949	trials				[NaN, NaN, NaN, NaN]		A
67.414	3.546999999999997	trials	68.15616666666666	69.47746666666667	7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	R
71.21300000000001	4.417999999999992	trials	73.5987	74.25633333333333	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
