onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
1.37	3.7960000000000003	trials	3.2926	4.005366666666666	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
5.418	2.0309999999999997	trials	6.576766666666667		7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	A
7.701	2.678	trials	8.5637	9.179233333333332	2.0	[6.999997615814209, 1.0063706636428833, 8.99999713897705, -0.9936293959617615]	0.0	R
10.631	1.988999999999999	trials	12.0173		1.0	[4.654601573944092, 6.659106254577637, 6.654601573944092, 4.659106254577637]	0.7853981633974483	A
12.871	0.129999999999999	trials				[NaN, NaN, NaN, NaN]		A
13.252	3.4730000000000008	trials	14.3501	15.481933333333334	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
16.977	0.7889999999999979	trials				[NaN, NaN, NaN, NaN]		A
18.017	3.901	trials	19.547033333333335	20.746033333333333	1.0	[4.654601573944092, 6.659106254577637, 6.654601573944092, 4.659106254577637]	0.7853981633974483	R
22.17	0.8099999999999987	trials				[NaN, NaN, NaN, NaN]		A
23.231	0.125	trials				[NaN, NaN, NaN, NaN]		A
23.607	3.282	trials	25.169033333333335	26.129433333333335	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	I
27.141	0.6410000000000018	trials				[NaN, NaN, NaN, NaN]		A
28.033	2.8919999999999995	trials	29.235166666666668	29.831666666666667	0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	R
31.177	3.6580000000000013	trials	32.39703333333333	33.528866666666666	1.0	[-1.0, 9.0, 1.0, 7.0]	0.7853981633974483	R
35.087	3.6799999999999997	trials	36.5223	37.4767	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
39.019	3.9100000000000037	trials	40.594433333333335	41.6952	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
