onset	duration	nwb_table	target_on_time	go_cue_time	target_id	target_corners	target_dir	result
9.375	3.0969999999999995	trials	10.7651	11.275366666666667	0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	R
12.724	4.318000000000001	trials	15.072766666666666	15.8507	7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	R
17.293	3.2729999999999997	trials	18.678733333333334	19.769433333333332	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	I
20.818	4.901	trials	23.236033333333335	24.577366666666666	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
25.971	4.096	trials	27.913666666666668	28.9011	6.0	[-8.999977111816406, 0.9808881878852844, -6.999977111816406, -1.0191118717193604]	3.141592653589793	R
30.319	3.793000000000003	trials	31.68	32.9271	5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	R
34.364	4.118000000000002	trials	36.04986666666667	37.12553333333334	2.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	0.0	R
38.734	3.3290000000000006	trials	40.331466666666664	40.9851	3.0	[4.663607120513916, -4.650093078613281, 6.663607120513916, -6.650093078613281]	-0.7853981633974483	R
42.314	3.993000000000002	trials	44.108866666666664	45.037166666666664	7.0	[-6.672598838806152, 6.64106559753418, -4.672598838806152, 4.64106559753418]	2.356194490192345	R
46.559	4.039999999999999	trials	48.4396	49.46013333333333	5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	R
50.851	4.43	trials	52.9027	54.1578	0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	R
55.532	3.4780000000000015	trials	57.1342	57.804833333333335	1.0	[4.654601573944092, 6.659106254577637, 6.654601573944092, 4.659106254577637]	0.7853981633974483	R
59.261	1.189	trials				[NaN, NaN, NaN, NaN]		A
60.702	2.9890000000000043	trials	61.3296	62.5326	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
63.943	4.134	trials	65.4368	66.90743333333333	2.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	0.0	R
68.329	3.825000000000003	trials	70.34496666666666	71.0006	4.0	[-0.987258791923523, -6.999989986419678, 1.012741208076477, -8.99998950958252]	-1.5707963267948966	R
72.406	4.436999999999998	trials	74.37296666666667	75.69826666666667	5.0	[-6.645581245422363, -4.668104648590088, -4.645581245422363, -6.668104648590088]	-2.356194490192345	R
77.095	3.787000000000006	trials	78.816	79.50973333333333	0.0	[-1.0, 9.0, 1.0, 7.0]	1.5707963267948966	R
