session_id	original_session_id
ses-CO+20131003	ses-CO-20131003
ses-CO+20131022	ses-CO-20131022
ses-CO+20131023	ses-CO-20131023
ses-CO+20131031	ses-CO-20131031
ses-CO+20131101	ses-CO-20131101
ses-CO+20131203	ses-CO-20131203
ses-CO+20131204	ses-CO-20131204
ses-CO+20131219	ses-CO-20131219
ses-CO+20131220	ses-CO-20131220
ses-CO+20150309	ses-CO-20150309
ses-CO+20150311	ses-CO-20150311
ses-CO+20150312	ses-CO-20150312
ses-CO+20150313	ses-CO-20150313
ses-CO+20150319	ses-CO-20150319
ses-CO+20150629	ses-CO-20150629
ses-CO+20150630	ses-CO-20150630
ses-CO+20150701	ses-CO-20150701
ses-CO+20150703	ses-CO-20150703
ses-CO+20150706	ses-CO-20150706
ses-CO+20150707	ses-CO-20150707
ses-CO+20150708	ses-CO-20150708
ses-CO+20150709	ses-CO-20150709
ses-CO+20150710	ses-CO-20150710
ses-CO+20150713	ses-CO-20150713
ses-CO+20150714	ses-CO-20150714
ses-CO+20150715	ses-CO-20150715
ses-CO+20150716	ses-CO-20150716
ses-CO+20151103	ses-CO-20151103
ses-CO+20151104	ses-CO-20151104
ses-CO+20151106	ses-CO-20151106
ses-CO+20151109	ses-CO-20151109
ses-CO+20151110	ses-CO-20151110
ses-CO+20151112	ses-CO-20151112
ses-CO+20151113	ses-CO-20151113
ses-CO+20151116	ses-CO-20151116
ses-CO+20151117	ses-CO-20151117
ses-CO+20151119	ses-CO-20151119
ses-CO+20151120	ses-CO-20151120
ses-CO+20151201	ses-CO-20151201
ses-CO+20160909	ses-CO-20160909
ses-CO+20160912	ses-CO-20160912
ses-CO+20160914	ses-CO-20160914
ses-CO+20160915	ses-CO-20160915
ses-CO+20160919	ses-CO-20160919
ses-CO+20160921	ses-CO-20160921
ses-CO+20160923	ses-CO-20160923
ses-CO+20160929	ses-CO-20160929
ses-CO+20161005	ses-CO-20161005
ses-CO+20161006	ses-CO-20161006
ses-CO+20161007	ses-CO-20161007
ses-CO+20161011	ses-CO-20161011
ses-CO+20161013	ses-CO-20161013
ses-CO+20161021	ses-CO-20161021
ses-RT+20131009	ses-RT-20131009
ses-RT+20131010	ses-RT-20131010
ses-RT+20131011	ses-RT-20131011
ses-RT+20131028	ses-RT-20131028
ses-RT+20131029	ses-RT-20131029
ses-RT+20131209	ses-RT-20131209
ses-RT+20131210	ses-RT-20131210
ses-RT+20131212	ses-RT-20131212
ses-RT+20131213	ses-RT-20131213
ses-RT+20131217	ses-RT-20131217
ses-RT+20131218	ses-RT-20131218
ses-RT+20150316	ses-RT-20150316
ses-RT+20150317	ses-RT-20150317
ses-RT+20150318	ses-RT-20150318
ses-RT+20150320	ses-RT-20150320
